Northern Ireland House Price Index,_source_sheet,Table of Contents,Unnamed: 1,Unnamed: 2,"Table 1: NI House Price Index, Standardised Price and Quarterly and Annual Change",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Table 2: Northern Ireland House Price Index by Type,Table 2a: NI Detached Property Price Index,Table 2b: NI Semi-Detached Property Price Index,Table 2c: NI Terrace Property Price Index,Table 2d: NI Apartments Price Index,Table 3: Northern Ireland House Price Index by Dwelling Type,Table 3a: NI New Dwellings Price Index,Table 3b: NI Existing Resold Dwellings Price Index,Table 3c: Number of Verified Residential Property Sales - New & Old Dwellings,Table 4: Number of Verified Residential Property Sales,Table 5: Standardised House Price & Index for each Local Government District Northern Ireland,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Table 5a: Number of Verified Residential Property Sales by Local Government District,Table 6: Standardised House Price & Index for all Urban and Rural areas in NI,Table 7: Standardised House Price & Index for Rural Areas of Northern Ireland by drive times,"Table 8: Number of Verified Residential Property Sales of properties in urban and rural areas and properties in rural areas by drive times witihn towns of 10,000 or more and within 1 hour of Belfast",Table 9: NI Average Sales Prices Q1 2005 - Q4 2025,Table 10a: Number of Verified Residential Property Sales by Type in Antrim and Newtownabbey Council,Table 10b: Number of Verified Residential Property Sales by Type in Ards and North Down Council,"Table 10c: Number of Verified Residential Property Sales by Type in Armagh City, Banbridge and Craigavon Council",Table 10d: Number of Verified Residential Property Sales by Type in Belfast Council,Table 10e: Number of Verified Residential Property Sales by Type in Causeway Coast and Glens Council,Table 10f: Number of Verified Residential Property Sales by Type in Derry City and Strabane Council,Table 10g: Number of Verified Residential Property Sales by Type in Fermanagh and Omagh Council,Table 10h: Number of Verified Residential Property Sales by Type in Lisburn and Castlereagh Council,Table 10i: Number of Verified Residential Property Sales by Type in Mid and East Antrim Council,Table 10j: Number of Verified Residential Property Sales by Type in Mid Ulster Council,"Table 10k: Number of Verified Residential Property Sales by Type in Newry, Mourne and Down Council"
,Table 2d,,Q1,93.68462225064555,,111809.88606389737,-0.025765034814046787,-0.045038094000454464,100.0,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,92.3206772295002,,110182.05714440114,-0.014558899725252853,-0.05439696761338084,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,92.1645604071539,,109995.73623388396,-0.0016910276985752004,-0.06351912520891499,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,80.48154843153182,,96052.39946744413,-0.12676252047435832,-0.1630650084222896,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,81.17291477801022,,96877.52519855236,0.008590370835950935,-0.13355134676383998,100.0,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,76.95113281309257,,91838.95057291997,-0.05200973719452213,-0.16647997910804366,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,76.43475374602072,,91222.66709684834,-0.006710480381440145,-0.17067088034320207,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,72.75311394228689,,86828.73651256878,-0.04816709184368244,-0.09602740801911576,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,64.77967695022033,,77312.67015927265,-0.10959581741603072,-0.2019545296928382,100.0,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,67.58639115088098,,80662.40235064761,0.04332707930633025,-0.12169725538619043,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,62.906457925385936,,75077.03745128022,-0.06924372119599473,-0.1769914228491785,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,62.924122711764284,,75098.11986272466,0.0002808103803793823,-0.13510062591024877,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,58.018821142749196,,69243.78436598465,-0.07795581976541395,-0.10436692687841727,100.0,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,59.19928925684326,,70652.63890548205,0.020346296095703913,-0.12409453665478633,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,58.93512788506653,,70337.36995128999,-0.0044622389067989305,-0.06313072093535846,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,63.42540843769166,,75696.38987283842,0.07619022328045061,0.007966511161762358,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,63.056605719550355,,75256.23449936516,-0.005814747231838651,0.0868301781659131,100.0,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,64.8654792066817,,77415.07266982879,0.0286865026509112,0.09571381719221309,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,67.79421048547411,,80910.42871361427,0.045150846253067194,0.15031922247940638,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,68.82241889907395,,82137.56570592622,0.015166610927936837,0.08509224606230563,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,69.36640196356782,,82786.79375425013,0.007904154971530533,0.10006558665845143,100.0,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,72.46923517915268,,86489.93542227802,0.04473106760264864,0.11722346100678659,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,73.83615071886425,,88121.30956973655,0.01886201139466134,0.08912177293789282,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,74.17708566686946,,88528.20556585508,0.004617452896526851,0.0778041058924123,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,77.4797145600952,,92469.79759442688,0.044523573062143565,0.1169631459447558,100.0,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,78.68910355625488,,93913.16836989706,0.015609104951227486,0.08582770829202127,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,77.40667220932266,,92382.62366212596,-0.016297445122314843,0.04835736229064001,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,81.93015033223946,,97781.26392330686,0.05843783221534749,0.10452102014615604,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,79.59760269802383,,94997.43580984646,-0.028469954281260156,0.027334743680372545,100.0,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,83.6906167813543,,99882.3296944664,0.051421323564963047,0.06356042957744247,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,81.92961045507475,,97780.61959553111,-0.02104186101149493,0.05843085765941706,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,82.94580231369548,,98993.41517715242,0.01240323068761504,0.012396559475814346,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,83.74352406798418,,99945.47301028414,0.009617385473851606,0.0520860079880682,100.0,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,85.71363115118497,,102296.73881265907,0.023525485762951968,0.024172535077808033,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,84.23455488660838,,100531.50408523843,-0.01725602153020142,0.028133228252043497,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,88.58277864222049,,105720.98332970399,0.05162042776228158,0.06795975409588952,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,86.30834432438527,,103006.51177794172,-0.025675806885912814,0.030627087705539284,100.0,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,87.39370524898682,,104301.85863853141,0.01257538808208711,0.019601014158861976,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,87.91665650034811,,104925.98582639842,0.005983854899748108,0.04371248377457875,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,86.81195401340672,,103607.55537076865,-0.01256533779736059,-0.019990619575911073,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,88.36746450195194,,105464.01213301215,0.017918160076260927,0.023857718435978524,100.0,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,86.84849426666095,,103651.16510580255,-0.017189247692598907,-0.006238561241596863,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,90.40559509343822,,107896.46202439071,0.04095754171460354,0.028310205280386844,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,89.5838497842976,,106915.73277362062,-0.009089540401689892,0.031929885721300594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,91.31390182188844,,108980.49982461134,0.019312097456812845,0.033343010762421604,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,95.12287592468167,,113526.40021063453,0.04171297060794524,0.09527374916385915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,94.04196829364834,,112236.36822707065,-0.011363277450622813,0.04022287775941037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,93.61480433509534,,111726.5604017412,-0.004542269438886748,0.04499644255637133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,98.34872433847805,,117376.35695850936,0.050568070264160166,0.07703999474594052,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,100.92085514069622,,120446.12065108243,0.026153168935530827,0.06095252229973993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,102.76760333245676,,122650.16118568608,0.018298974866849307,0.09278447906962572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,101.89315812269892,,121606.53612830405,-0.00850895789531042,0.08842996411092319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,100,,119347.10668391144,-0.018579835560884227,0.01679000589615074,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,102.63713323625873,,122494.44890078602,0.02637133236258734,0.017006178684968634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,105.77097676042553,,126234.60047488022,0.030533233200824593,0.029224904839443913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,104.79955823465097,,125075.24057057679,-0.00918416899916548,0.028523996757978478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,106.19423770706011,,126739.75016841153,0.01330806633064604,0.06194237707060111,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,110.60443076945224,,132003.18798755112,0.0415294949859499,0.0776258775160225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,109.4017799626708,,130567.85904614675,-0.010873441492486702,0.03432702725691145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,113.48857430503767,,135445.32984988342,0.037355830442259125,0.08291080818233601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q1,115.87102409368792,,138288.71474083443,0.02099286032307213,0.09112346013840701,,,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q2,117.64891032287272,,140410.5705154982,0.015343665451228646,0.06369075365619166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q3,119.02630472524119,,142054.4508823511,0.011707668167842605,0.08797411491709177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2d,,Q4,119.24473072302895,,142315.13599095627,0.001835106939528816,0.050720140359854414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3,,,,,,,,,,,,,,,Index is referenced to Q1 2023 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3,,,,,,,,,,,,,,,Back to contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3,,"Index
(Quarter 4 2025)",Percentage Change on Previous Quarter,,Percentage Change over 12 months,"Standardised Price
(Quarter 4 2025)",,,,,,,,,Property Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3,,120.39035911709665,0.037739939304554104,,0.07897362687396099,253602.49179908834,,,,,,,,,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3,,120.68301723294054,0.010451290893365859,,0.07406700322308253,190428.933365742,,,,,,,,,Existing Resold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3,,120.59144280538546,0.01427241135779897,,0.07468192600105139,195935.60953983394,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,,,,,,,,,,,,,,,Index is referenced to Q1 2023 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,,,,,,,,,,,,,,,Back to contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Sale Quarter,NI New Dwellings Price Index,,NI New Dwellings Standardised Price,Quarterly Change,Annual Change,,,,,,,,,Sale Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,59.2703165533426,,124853.02044018796,,,100.0,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,62.62623550966367,,131922.26930563102,0.05662056745218799,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,65.72840599956542,,138456.99660434676,0.049534679270687845,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,68.12541073094856,,143506.2910594095,0.036468322864835374,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,70.2946132495271,,148075.7197741566,0.031841312886104936,0.18600030061021794,100.0,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,75.53060142377643,,159105.33757543468,0.07448633589693379,0.20605367397696328,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,82.37847761566411,,173530.4001679072,0.09066359942596752,0.2533162239809797,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,90.86227556445303,,191401.53466332154,0.10298561219315057,0.33375013213939253,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,100.5517148793052,,211812.35470242883,0.10663874809055354,0.43043272067481847,100.0,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,110.56061521457994,,232896.1199126112,0.09953982731461801,0.4637857124195537,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,114.54980898688333,,241299.36323163443,0.036081508451820996,0.39053078306829386,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,106.92862924780648,,225245.33543029908,-0.06653157963754897,0.1768209477865961,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,103.84675028735171,,218753.3522721267,-0.02882183174080102,0.032769559544574965,100.0,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,98.29756100962872,,207063.9758252424,-0.05343633057720118,-0.11091702213442507,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,92.93988097396284,,195778.01391540587,-0.05450470978767285,-0.18865093014162043,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,85.05040718792901,,179158.82425773804,-0.08488792651073088,-0.20460584049174352,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,79.09928063268455,,166622.76626696662,-0.06997175853720175,-0.23830759832338577,100.0,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,78.98388020173888,,166379.67506716345,-0.001458931484870989,-0.1964817906926294,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,78.80392335133871,,166000.5956623632,-0.0022783997182783656,-0.15209786664762706,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,78.1492081343016,,164621.43696828623,-0.008308155091696783,-0.08114245753554579,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,76.50405158075105,,161155.9119508368,-0.021051480786898082,-0.03280976806837265,100.0,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,75.08136791360313,,158159.02643876974,-0.018596187231290102,-0.04940897152897582,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,74.62696463835529,,157201.82518337324,-0.006052144331876423,-0.05300445124236905,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,70.45299575806769,,148409.35279193183,-0.05593110882259238,-0.09848100268665243,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,71.06819003849674,,149705.26056728457,0.008731981852717802,-0.07105325051336256,100.0,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,66.77725234228434,,140666.39317047186,-0.06037775401185888,-0.11060154872077473,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,66.16922213359999,,139385.57652416968,-0.009105349312183975,-0.11333359926591947,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,63.805307519949196,,134405.98645716917,-0.03572528945372659,-0.09435636010349856,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,61.25536097971046,,129034.51982727046,-0.03996448946573099,-0.13807624836752974,100.0,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,60.47545939086749,,127391.65583268538,-0.012731972783595117,-0.0943703541307054,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,57.400286727882666,,120913.79950129213,-0.05084992646536578,-0.1325228727642025,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,56.77608260838159,,119598.9124849426,-0.0108745819068855,-0.11016677428237243,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,55.686098341230164,,117302.85881255056,-0.019197947746231438,-0.09091877917958881,100.0,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,56.11474701627744,,118205.80795977119,0.00769758858702271,-0.07210713930101323,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,55.11238239052384,,116094.32520777504,-0.017862766546249242,-0.03985876147631604,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,56.30847622214642,,118613.89885428248,0.0217028148619508,-0.008235974811093161,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,57.11307493474553,,120308.7873811537,0.01428912246576943,0.025625364965798512,100.0,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,58.71956068156711,,123692.85227988375,0.028128160647225953,0.04641941385807334,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,59.41007155981806,,125147.41459386848,0.011759469421025629,0.07798046433269724,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,60.71478285126632,,127895.79110022861,0.021961112942518388,0.07825299004249879,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,61.865767424959195,,130320.34201984931,0.01895723775398248,0.0832154895467254,100.0,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,62.99052935975409,,132689.6549069993,0.018180683463745764,0.0727350243873282,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,64.2878911818585,,135422.5497439577,0.02059614096422115,0.08210425427831919,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,65.78494509003937,,138576.0962925062,0.023286716684266195,0.08350787074695604,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,68.77921677300067,,144883.53457486778,0.045516062662407944,0.11174918918491109,100.0,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,70.18198979497974,,147838.4782797571,0.020395303811161343,0.11416732814156057,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,72.17056014284745,,152027.40502634586,0.028334482303463467,0.12261514285311281,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,73.75328236799055,,155361.41202711978,0.02193030263324011,0.12112706436168601,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,72.52889462136757,,152782.2372015854,-0.016601128889612286,0.05451760029112223,100.0,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,73.58814662325031,,155013.55330605316,0.014604551846715672,0.04853320400605423,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,72.88082354879919,,153523.57607279875,-0.00961191587107651,0.009841456191359867,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,73.73041186102895,,155313.23526615067,0.011657227112162181,-0.00031009476768076023,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,74.75733476727054,,157476.45007685758,0.01392807771340244,0.030724860175194917,100.0,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,75.17894755232481,,158364.57811010085,0.005639751421941611,0.021617624604937227,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,75.1521714937499,,158308.1742981598,-0.00035616431789330295,0.031165234342198138,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,76.64004969412422,,161442.3922029462,0.019798206369832597,0.03946319788067239,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,76.86773178975395,,161922.00491623313,0.0029707978601061264,0.028229966050199038,100.0,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q2,77.61455607936193,,163495.19152494203,0.009715706086536735,0.032397481028075395,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q3,78.25366258342076,,164841.47043915873,0.008234363969115989,0.041269480681989296,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q4,78.91891672049628,,166242.82938583242,0.00850125240293182,0.02973467574025834,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 3a,,Q1,80.51182128367756,,169598.28549862627,0.020184065232709665,0.04740727232450162,100.0,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
